genes,cmp,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,pass_filter,direction
AT2G01021,V1_V12,9583.3480228415,-2.59507638076282,0.60888006321889,-3.87372767690162,0.000107183178500927,0.0013219258681781,1,Down
AT2G01023,V1_V12,2.43934361912627,-1.10704277437132,0.863983886591031,-1.51976764231049,0.128569384240537,1,1,Down
AT3G01010,V1_V12,0,0,NA,NA,NA,1,1,Insignificant
AT3G01015,V1_V12,0.125224575701476,-0.0324368425075607,0.603708486928479,-0.0353093821074861,0.971833042157212,1,1,Down
AT3G01020,V1_V12,0,0,NA,NA,NA,1,1,Insignificant
AT3G01030,V1_V12,0,0,NA,NA,NA,1,1,Insignificant
AT3G01040,V1_V12,144.53907892842,1.17212629415232,0.324487811021791,2.95872548138164,0.00308914154319721,0.0228596474196593,1,Up
AT3G01050,V1_V12,71.7381472996247,0.0407029065414527,0.375803500422039,0.61808222040864,0.53652114165761,0.761999042771793,1,Up
AT3G01060,V1_V12,122.696578873229,1.31851309149967,0.45167543157264,2.20540038886352,0.027426010787161,0.112751377680551,1,Up
AT3G01070,V1_V12,1.08420214756646,0.741910103089921,0.879587865133194,1.00584882930594,0.314488294415433,1,1,Up
AT3G01080,V1_V12,43.1766066700129,-0.273117976543622,0.616649837030231,-0.874427299425095,0.381885595885418,0.680968107783049,1,Down
AT3G01085,V1_V12,0,0,NA,NA,NA,1,1,Insignificant
AT3G01090,V1_V12,168.842529203709,0.142007743790931,0.302500453072493,0.488891089055912,0.624918804719952,0.770193496151114,1,Up
AT3G01100,V1_V12,81.7311042526946,-0.262094794609645,0.335666162138121,-0.804867705568429,0.420896026072223,0.680968107783049,1,Down
AT3G01120,V1_V12,1105.36282243614,0.237046915779229,0.317827100914278,1.07087624344038,0.284225079018279,0.561458543007363,1,Up
AT3G01130,V1_V12,137.196754560654,-0.207602441740524,0.372446829006136,-0.594752854333042,0.552008685970681,0.761999042771793,1,Down
AT3G01140,V1_V12,19.3741857807295,-3.84386824137924,0.712695298709962,-4.15438723773491,3.26160412412374e-05,0.000603396762962891,1,Down
AT3G01150,V1_V12,90.8181131894553,0.536269873566863,0.376872917211996,1.14377281698333,0.252717865861167,0.519475613159066,1,Up
AT3G01160,V1_V12,83.3387106294732,0.0155935931987364,0.380142175001921,0.61360774434065,0.539474564766321,0.761999042771793,1,Up
AT3G01170,V1_V12,76.6759927161876,0.467781792561705,0.389818409860922,1.06182189264232,0.288316549111889,0.561458543007363,1,Up
AT4G00005,V1_V12,0,0,NA,NA,NA,1,1,Insignificant
AT4G00020,V1_V12,11.7097343963866,0.563465347859881,0.602592740812666,1.29452407198116,0.195484459979565,0.452057813702743,1,Up
AT4G00026,V1_V12,54.414139316612,-1.16163109981015,0.412382454345533,-1.99505306875741,0.046037092183873,0.141947700900275,1,Down
AT4G00030,V1_V12,126.477449410671,-0.568800206092904,0.453649050914571,-0.81710929433083,0.413865971939637,0.680968107783049,1,Down
AT4G00040,V1_V12,165.48901421955,-0.429637923696551,0.346278864929829,-0.787519422803465,0.430977863053815,0.680968107783049,1,Down
AT4G00050,V1_V12,114.558832202252,-3.01409705726583,0.596506736101264,-4.46273757494129,8.09191318133709e-06,0.000299400787709472,1,Down
AT4G00060,V1_V12,161.21978826083,0.137003294602229,0.348541153020923,0.416181657768025,0.677277080565876,0.770193496151114,1,Up
AT4G00070,V1_V12,0.281461453250061,-0.234740349375798,0.604478003619729,-0.250702969334555,0.802043764788145,1,1,Down
AT4G00080,V1_V12,0,0,NA,NA,NA,1,1,Insignificant
AT4G00090,V1_V12,76.849537659181,-0.949831162918686,0.366982480255198,-2.60521931895967,0.00918154669574588,0.0566195379570996,1,Down
AT4G00100,V1_V12,507.331008021021,-0.847777967679691,0.365289727354439,-2.38015338610966,0.0173054329845658,0.0826124920706144,1,Down
AT4G00110,V1_V12,45.587638663458,0.619250839678317,0.35440059481262,2.04799509477386,0.040560480036928,0.136430705578758,1,Up
AT4G00120,V1_V12,0,0,NA,NA,NA,1,1,Insignificant
AT4G00124,V1_V12,0,0,NA,NA,NA,1,1,Insignificant
AT4G00130,V1_V12,6.21111563426231,1.0843937204254,0.684111522056911,1.95876202560897,0.0501406627347253,1,1,Up
AT4G00140,V1_V12,12.3698599680571,0.251323666610564,0.601300997399266,0.769310436860037,0.441709042886302,0.680968107783049,1,Up
AT5G01010,V1_V12,409.224968874075,-0.0179583608268728,0.294142334964962,-0.0367292863730622,0.970700857243279,0.983998129260311,1,Down
AT5G01015,V1_V12,15.2498629356381,-1.40509289232544,0.766819532115616,-0.598824024464079,0.549290239839862,0.761999042771793,1,Down
AT5G01020,V1_V12,277.284794936012,-1.07755904674853,0.337902870246712,-3.09381289204547,0.00197602064953652,0.0162472808961892,1,Down
AT5G01030,V1_V12,60.9059559523584,0.016602148016005,0.357379159853849,0.454791307195685,0.649259384655552,0.770193496151114,1,Up
AT5G01040,V1_V12,34.907459010901,4.20896489297974,0.515737708318978,4.81963639838035,1.43820096919487e-06,0.00010642687172042,1,Up
AT5G01050,V1_V12,1.97443041018832,1.06760219273537,0.897137735891654,1.38531607995059,0.165955838989158,1,1,Up
AT5G01060,V1_V12,0.0504973010216314,0.205786293458441,0.602845048961084,0.102845241251547,0.918085798285431,1,1,Up
AT5G01070,V1_V12,0.168573509885187,-0.225322444142322,0.603637313698486,-0.250697950489754,0.802047645362123,1,1,Down
AT5G01075,V1_V12,8.93144321151451,-2.00754935806091,0.657953139641234,-2.36846313389409,0.0178621604477004,0.0826124920706144,1,Down
AT5G01080,V1_V12,0.0252486505108157,0.0505382627590356,0.601851319346088,-0.0352957981687991,0.971843873820458,1,1,Up
AT5G01090,V1_V12,44.4147973657482,-0.121230332035141,0.397384130572167,0.00795874381618845,0.993649908223248,0.993649908223248,1,Down
AT5G01100,V1_V12,257.213373689422,2.18714727207396,0.453257372192814,3.53193550407849,0.000412529957033242,0.00381590210255748,1,Up
AT5G01110,V1_V12,7.19459689406977,0.875205380481208,0.722093115605524,0.917660734952258,0.35879651029678,0.673396905195528,1,Up
AT5G01120,V1_V12,0.364040221091897,0.36408052164336,0.613867606165752,0.373819115169549,0.708538897013467,1,1,Up
AT5G01130,V1_V12,0,0,NA,NA,NA,1,1,Insignificant
AT5G01140,V1_V12,0,0,NA,NA,NA,1,1,Insignificant
AT5G01150,V1_V12,0,0,NA,NA,NA,1,1,Insignificant
AT5G01160,V1_V12,102.444920157222,-0.671334491386684,0.330099337865926,-2.2832140495844,0.0224177629327384,0.097583203354273,1,Down
ATCG00020,V1_V12,1704.29761096099,-0.711164660798586,0.601711784823184,-1.23301642700704,0.21756963548338,0.473329433442956,1,Down
ATCG00040,V1_V12,6.78506627380525,-0.158388290029067,0.848629052033548,0.460767050356627,0.644965743824903,0.770193496151114,1,Down
ATCG00050,V1_V12,0.137933030947785,-0.216061043676711,0.602958623450923,-0.250697868859617,0.802047708478636,1,1,Down
ATCG00070,V1_V12,7.6852161857211,0.840882051035474,0.66755679686697,0.779381559723943,0.435754983128753,0.680968107783049,1,Up
ATCG00080,V1_V12,12.6297098859665,1.17240147201291,0.489188772823657,2.06133763825372,0.0392708398002175,0.136430705578758,1,Up
ATCG00120,V1_V12,72.7110139333098,0.820101827978084,0.450185627177978,1.64011742541523,0.100980753949465,0.275393897191579,1,Up
ATCG00130,V1_V12,31.084790666375,0.567088899637587,0.59996172892003,1.24623408598987,0.212678468592873,0.473329433442956,1,Up
ATCG00140,V1_V12,32.6895616691186,-0.509157516920686,0.584531930957939,-0.828299113840237,0.407501124581827,0.680968107783049,1,Down
ATCG00150,V1_V12,14.2283392523209,0.621721401594554,0.585519427466985,0.314913630960967,0.752827231782632,0.79203112161539,1,Up
ATCG00160,V1_V12,2.6466045993974,1.15755078895082,0.852988730940174,0.287982835957256,0.773359877284378,1,1,Up
ATCG00170,V1_V12,9.64685568146758,1.48677830014267,0.644339399243691,2.12440448054739,0.0336363356654842,0.131004675749781,1,Up
ATCG00180,V1_V12,13.8370027722492,0.996266346661798,0.554671833788522,1.5493467381589,0.121298390002891,0.309520029662549,1,Up
ATCG00190,V1_V12,34.9137120433522,1.52512817609798,0.469130304499198,2.54564311979192,0.0109076639930577,0.0620897796527898,1,Up
ATCG00210,V1_V12,5.05584079910749,-0.166042525522495,0.786744887252987,-0.356946385999231,0.721131942949968,1,1,Down
ATCG00220,V1_V12,7.63000368447309,1.3540260047667,0.732267118489102,1.37190375889269,0.170093400092768,0.406029406673059,1,Up
ATCG00270,V1_V12,99.7493970983426,0.0986050173377857,0.491306590072908,0.34316266486513,0.731476090271971,0.79203112161539,1,Up
ATCG00280,V1_V12,261.301224067785,-0.218910521488169,0.495047253050907,-0.305583543547348,0.759921751820172,0.79203112161539,1,Down
ATCG00300,V1_V12,6.71388071650268,0.815002523412643,0.718144467283278,1.87473130176289,0.0608296983455264,0.180055907102758,1,Up
ATCG00330,V1_V12,33.8050175308738,0.0974366981947153,0.562230736728615,0.588713685879461,0.556053355536173,0.761999042771793,1,Up
ATCG00340,V1_V12,183.119230850256,0.283982795885155,0.499511402596436,0.480306269437133,0.631009631547951,0.770193496151114,1,Up
ATCG00350,V1_V12,208.064513594797,0.139933668658322,0.485844835098854,0.322484505527839,0.747085674110141,0.79203112161539,1,Up
ATCG00360,V1_V12,1.92597156885898,-0.0752479567277624,0.863064381098001,0.373336824651896,0.708897772342546,1,1,Down
ATCG00380,V1_V12,4.88041541990303,0.197058035039364,0.859832665719342,-0.159222372379622,0.873493678098318,1,1,Up
ATCG00420,V1_V12,18.6377856714636,0.516600571452784,0.718398697543361,1.49754894726355,0.134250479392901,0.33115118250249,1,Up
ATCG00430,V1_V12,34.3561845389906,0.625999267464003,0.585710167145206,0.907772695506131,0.363998327132718,0.673396905195528,1,Up
ATCG00440,V1_V12,6.08042299652964,1.28217141401519,0.642921227648589,1.46901985248951,0.141827404623708,1,1,Up
ATCG00470,V1_V12,63.373066366021,1.19483513366653,0.463586884868819,2.06733132420583,0.0387029445648899,0.136430705578758,1,Up
ATCG00480,V1_V12,247.171928335397,0.704755075718262,0.457733587746621,1.21629640809476,0.223872029331128,0.473329433442956,1,Up
ATCG00490,V1_V12,792.346562434748,-0.377080829170119,0.520347033538116,-0.702398152122366,0.482430897380583,0.728569110329859,1,Down
ATCG00500,V1_V12,4.61597018791232,-0.16328119312325,0.777633857810849,-0.531825217998,0.594847055060847,1,1,Down
ATCG00510,V1_V12,2.87943292314014,0.769173022851146,0.881369908771845,0.782034046318962,0.434194565129189,1,1,Up
ATMG00010,V1_V12,0.865064307575886,0.225139977254071,0.798190344341409,0.504649396404473,0.613805109028611,1,1,Up
ATMG00030,V1_V12,67.3697081552768,-1.62951143095931,0.565135251004526,-2.51208041133544,0.0120021737056853,0.063440061015765,1,Down
ATMG00040,V1_V12,27.0681790080813,-0.223588450192065,0.507424050420258,-0.0972591582763231,0.922520589156354,0.948146161077363,1,Down
ATMG00050,V1_V12,0,0,NA,NA,NA,1,1,Insignificant
ATMG00060,V1_V12,3.26841557760845,-0.585647712387504,0.735528155124014,-1.40704838495245,0.159413041802361,1,1,Down
ATMG00070,V1_V12,9.46917709647083,0.213502076929835,0.618490433623652,0.428838396583176,0.668040833987623,0.770193496151114,1,Up
ATMG00080,V1_V12,8.98911457723992,0.145541612126516,0.52982329083852,0.407278085207457,0.68380375649881,0.770193496151114,1,Up
ATMG00090,V1_V12,15.9781447377132,0.248182529591142,0.550291586015283,0.346443335370751,0.729009562202956,0.79203112161539,1,Up
ATMG00110,V1_V12,8.18677445368145,-0.188786273066376,0.600192467270189,-0.535014834626671,0.592639599301327,0.770193496151114,1,Down
ATMG00120,V1_V12,1.04760679939825,-0.414203194071354,0.80940138935963,-0.0525763729825057,0.958069442555521,1,1,Down
ATMG00130,V1_V12,1.63472450994749,-0.476546243831745,0.871109842393993,-0.549160903592433,0.582895032246528,1,1,Down
ATMG00140,V1_V12,1.99372973787839,-0.671149789006678,0.867648525783092,-1.33778103992639,0.180967824271166,1,1,Down
ATMG00150,V1_V12,0.479528264254663,0.320378478702,0.705394496561634,-0.238315190973453,0.811636640033421,1,1,Up
ATMG00160,V1_V12,18.117185096728,-0.102450928415454,0.45358224795409,-0.425322925215959,0.670601283666254,0.770193496151114,1,Down
ATMG00170,V1_V12,5.69575891877154,0.414677350736904,0.655676577224959,1.48569761040757,0.137359122991192,1,1,Up
ATMG00180,V1_V12,26.6648720147689,-0.38553582210539,0.424586167903227,-0.844158928371071,0.398580602005011,0.680968107783049,1,Down
ATMG00200,V1_V12,0.948638786542725,0.0199234131510958,0.89675242251289,-0.209078035465611,0.83438732093926,1,1,Up
AT1G01010,M6_A6,145.253269048776,-1.31652921426854,0.354371639636041,-3.33016912607364,0.000867932484271689,0.0885291133957123,1,Down
AT1G01020,M6_A6,44.1361178217119,0.00661998286993121,0.357589587392293,0.884279416510979,0.376545396817431,0.996024171484796,1,Up
AT1G01030,M6_A6,44.2693888494755,-0.520149721705453,0.422218024714427,0.158295730922517,0.874223771962774,0.996024171484796,1,Down
AT1G01040,M6_A6,315.304198716712,-0.252797958573421,0.273904915448888,-0.661673890854275,0.50818024101315,0.996024171484796,1,Down
AT1G01050,M6_A6,188.677848681152,0.324002199372326,0.331832314779639,1.01061593274956,0.312200287097611,0.996024171484796,1,Up
AT1G01060,M6_A6,44.6025945534261,-1.0803058153448,0.455530416466012,2.21746632028188,0.0265912420866244,0.678076673208922,1,Down
AT1G01070,M6_A6,5.20379403147454,-0.0493345589583845,0.476930734622362,-0.460684352596081,0.645025082843942,0.996024171484796,1,Down
AT1G01073,M6_A6,0,0,NA,NA,NA,1,1,Insignificant
AT1G01080,M6_A6,167.124246343886,0.622478659611657,0.354277757793561,1.60654284349753,0.108154689328841,0.996024171484796,1,Up
AT1G01090,M6_A6,550.449354843528,0.343269469419866,0.324585835874206,1.03457240939069,0.300868644625803,0.996024171484796,1,Up
AT1G01100,M6_A6,644.972275980205,0.0644617769372648,0.354461120188383,-0.219310749566134,0.826407988780932,0.996024171484796,1,Up
AT1G01110,M6_A6,5.71779680583457,-0.138151641955861,0.476053099211125,-0.408118881494878,0.683186398549674,0.996024171484796,1,Down
AT1G01115,M6_A6,0,0,NA,NA,NA,1,1,Insignificant
AT2G01008,M6_A6,67.800754409683,-0.527747638673697,0.371696581484577,-1.60662957638224,0.108135650469334,0.996024171484796,1,Down
AT2G01021,M6_A6,9583.3480228415,0.318195103388781,0.457290082718742,-0.545881989282772,0.585147059542501,0.996024171484796,1,Up
AT2G01023,M6_A6,2.43934361912627,-0.404985076339918,0.441917279431048,-0.31756086173479,0.750818066227489,0.996024171484796,1,Down
AT3G01010,M6_A6,0,0,NA,NA,NA,1,1,Insignificant
AT3G01015,M6_A6,0.125224575701476,-0.00679622433447581,0.202493303795005,-0.086508297979785,0.931062359968497,0.996024171484796,1,Down
AT3G01020,M6_A6,0,0,NA,NA,NA,1,1,Insignificant
AT3G01030,M6_A6,0,0,NA,NA,NA,1,1,Insignificant
AT3G01040,M6_A6,144.53907892842,-0.208283510888542,0.325452120123239,-0.193886291749966,0.846264917622734,0.996024171484796,1,Down
AT3G01050,M6_A6,71.7381472996247,-0.0268683873202327,0.356425519699872,0.0291256634746455,0.97676436798453,0.996024171484796,1,Down
AT3G01060,M6_A6,122.696578873229,0.302929607921739,0.404615522098459,2.60510452230639,0.00918462363903327,0.312277203727131,1,Up
AT3G01070,M6_A6,1.08420214756646,-0.24888753968017,0.33745268964979,-0.157768773372069,0.87463900567993,0.996024171484796,1,Down
AT3G01080,M6_A6,43.1766066700129,-0.494684621688725,0.462241395504348,-1.02857156847861,0.303681043949399,0.996024171484796,1,Down
AT3G01085,M6_A6,0,0,NA,NA,NA,1,1,Insignificant
AT3G01090,M6_A6,168.842529203709,-0.0940600347720252,0.299209552738099,-0.326536430864868,0.74401853060736,0.996024171484796,1,Down
AT3G01100,M6_A6,81.7311042526946,-0.524771062558173,0.336224534065132,-1.22722541171236,0.219737880854397,0.996024171484796,1,Down
AT3G01120,M6_A6,1105.36282243614,0.251640825386178,0.303992585822785,0.586045660543354,0.557844831134989,0.996024171484796,1,Up
AT3G01130,M6_A6,137.196754560654,-0.0413065620091647,0.349646585539883,-0.119411868613463,0.904949058781071,0.996024171484796,1,Down
AT3G01140,M6_A6,19.3741857807295,0.0451058092230459,0.450947907985123,-0.370454036926479,0.711044217437418,0.996024171484796,1,Up
AT3G01150,M6_A6,90.8181131894553,0.317285071542359,0.356351047677772,1.0221781551516,0.306696587885885,0.996024171484796,1,Up
AT3G01160,M6_A6,83.3387106294732,0.0483049436739101,0.355850357057063,-0.0345110887300297,0.972469600088591,0.996024171484796,1,Up
AT3G01170,M6_A6,76.6759927161876,-0.0871986570307234,0.3656492897888,-0.307853826177663,0.758193561838442,0.996024171484796,1,Down
AT4G00005,M6_A6,0,0,NA,NA,NA,1,1,Insignificant
AT4G00020,M6_A6,11.7097343963866,0.04022160556337,0.46354077328473,0.242729306657237,0.808215102838629,0.996024171484796,1,Up
AT4G00026,M6_A6,54.414139316612,0.29915265563035,0.366899454184627,0.223293458516286,0.823307118100571,0.996024171484796,1,Up
AT4G00030,M6_A6,126.477449410671,0.0617663980647397,0.396148405250811,0.070992243043585,0.943403929069594,0.996024171484796,1,Up
AT4G00040,M6_A6,165.48901421955,-0.246713679980898,0.330101163305576,-0.850631131681827,0.394974290234029,0.996024171484796,1,Down
AT4G00050,M6_A6,114.558832202252,-0.225442439892695,0.450600016302704,-0.44853610745573,0.653766333410875,0.996024171484796,1,Down
AT4G00060,M6_A6,161.21978826083,-0.213294257011191,0.334887779524449,-0.450422786285018,0.652405617872468,0.996024171484796,1,Down
AT4G00070,M6_A6,0.281461453250061,0.183041071002184,0.202527302634523,0.360710139170585,0.71831614435092,0.996024171484796,1,Up
AT4G00080,M6_A6,0,0,NA,NA,NA,1,1,Insignificant
AT4G00090,M6_A6,76.849537659181,-0.12522535906824,0.348023625601942,-0.429724603511349,0.667395983947328,0.996024171484796,1,Down
AT4G00100,M6_A6,507.331008021021,0.0102190621467934,0.340422557239026,-0.155423347591962,0.876487579096509,0.996024171484796,1,Up
AT4G00110,M6_A6,45.587638663458,0.255744753747345,0.344684888470738,0.40042480288244,0.688843658935862,0.996024171484796,1,Up
AT4G00120,M6_A6,0,0,NA,NA,NA,1,1,Insignificant
AT4G00124,M6_A6,0,0,NA,NA,NA,1,1,Insignificant
AT4G00130,M6_A6,6.21111563426231,-0.231849180007567,0.477152663615545,0.012087234322798,0.990356017184569,0.996024171484796,1,Down
AT4G00140,M6_A6,12.3698599680571,0.02099215259115,0.460803629223768,-0.383721250203728,0.701185060760471,0.996024171484796,1,Up
AT5G01010,M6_A6,409.224968874075,-0.212223323934479,0.287347515835711,-0.758675229923955,0.448046857856267,0.996024171484796,1,Down
AT5G01015,M6_A6,15.2498629356381,1.14890524844395,0.477755164031311,1.01945639591704,0.307986344015864,0.996024171484796,1,Up
AT5G01020,M6_A6,277.284794936012,0.0439642306900291,0.322130001188071,0.192997596484695,0.846960850431006,0.996024171484796,1,Up
AT5G01030,M6_A6,60.9059559523584,-0.96927356372484,0.355974166740471,-2.63406835349641,0.00843685014446534,0.312277203727131,1,Down
AT5G01040,M6_A6,34.907459010901,-0.925600909286388,0.472683712529493,-1.74447054552554,0.0810770731253038,0.996024171484796,1,Down
AT5G01050,M6_A6,1.97443041018832,-0.347813014237535,0.375651264585919,-1.51269012206492,0.130358389859559,0.996024171484796,1,Down
AT5G01060,M6_A6,0.0504973010216314,0.0103423055971347,0.202447265714108,-0.0864977264052731,0.931070763365347,0.996024171484796,1,Up
AT5G01070,M6_A6,0.168573509885187,-0.0135184273201631,0.202512370653563,-0.0865056555511194,0.931064460447389,0.996024171484796,1,Down
AT5G01075,M6_A6,8.93144321151451,0.628207505322952,0.452696976735305,1.09854173719008,0.271968002991756,0.996024171484796,1,Up
AT5G01080,M6_A6,0.0252486505108157,0.016279171180702,0.202441125611213,-0.0864948758351705,0.931073029298932,0.996024171484796,1,Up
AT5G01090,M6_A6,44.4147973657482,-0.134939236725254,0.374182172465254,-0.323222475371773,0.746526760788885,0.996024171484796,1,Down
AT5G01100,M6_A6,257.213373689422,-0.858268984548787,0.400689902147554,-1.90712127551831,0.0565048847797482,0.823356892504902,1,Down
AT5G01110,M6_A6,7.19459689406977,0.478071245106096,0.475709172565499,1.15269215844429,0.249036761163951,0.996024171484796,1,Up
AT5G01120,M6_A6,0.364040221091897,-0.040239616956754,0.202646970747472,-0.086524910578407,0.93104915454724,0.996024171484796,1,Down
AT5G01130,M6_A6,0,0,NA,NA,NA,1,1,Insignificant
AT5G01140,M6_A6,0,0,NA,NA,NA,1,1,Insignificant
AT5G01150,M6_A6,0,0,NA,NA,NA,1,1,Insignificant
AT5G01160,M6_A6,102.444920157222,-0.138590130497168,0.323670854577953,-0.41670769369575,0.676892226170887,0.996024171484796,1,Down
ATCG00020,M6_A6,1704.29761096099,0.00918058758571793,0.45527732550993,-0.621365743844076,0.534359005861618,0.996024171484796,1,Up
ATCG00040,M6_A6,6.78506627380525,0.0756348070425464,0.460893517071026,0.022556632249938,0.982003937468083,0.996024171484796,1,Up
ATCG00050,M6_A6,0.137933030947785,-0.0088177995338666,0.202498738151367,-0.0865055739145762,0.931064525340666,0.996024171484796,1,Down
ATCG00070,M6_A6,7.6852161857211,-0.194314081431614,0.476479729997999,0.303190433481519,0.76174473909301,0.996024171484796,1,Down
ATCG00080,M6_A6,12.6297098859665,-0.393908107872653,0.446230779740551,-0.757701524625324,0.448629686086758,0.996024171484796,1,Down
ATCG00120,M6_A6,72.7110139333098,-0.449586955397741,0.400757535902796,-1.31173201379016,0.189610571053952,0.996024171484796,1,Down
ATCG00130,M6_A6,31.084790666375,-0.36162588998088,0.460264301490611,-0.689551227625444,0.490476447520955,0.996024171484796,1,Down
ATCG00140,M6_A6,32.6895616691186,0.104511208926333,0.450389252781208,-0.523304456262011,0.600762400391858,0.996024171484796,1,Up
ATCG00150,M6_A6,14.2283392523209,0.0679664406669454,0.459742164698302,0.333423893792925,0.738814329398191,0.996024171484796,1,Up
ATCG00160,M6_A6,2.6466045993974,-0.296084730039589,0.429265601587403,0.324839972085348,0.745302190315656,0.996024171484796,1,Down
ATCG00170,M6_A6,9.64685568146758,-0.335634995466361,0.475913086605886,-0.929327955193758,0.352719151878074,0.996024171484796,1,Down
ATCG00180,M6_A6,13.8370027722492,0.515321649571493,0.447593318089612,1.15629725752221,0.247559589729676,0.996024171484796,1,Up
ATCG00190,M6_A6,34.9137120433522,0.345526518655188,0.416930468865785,1.03216330250693,0.301995623164564,0.996024171484796,1,Up
ATCG00210,M6_A6,5.05584079910749,-0.338606747865132,0.473084991422275,-1.27534758196424,0.202186243134814,0.996024171484796,1,Down
ATCG00220,M6_A6,7.63000368447309,0.0320370627835336,0.475060221603478,1.11154205902695,0.266335096723744,0.996024171484796,1,Up
ATCG00270,M6_A6,99.7493970983426,-0.352613779751876,0.416454640067773,-1.15395958609473,0.248516738165206,0.996024171484796,1,Down
ATCG00280,M6_A6,261.301224067785,-0.0977202649991697,0.415889590933794,-0.467138521149096,0.640400775557088,0.996024171484796,1,Down
ATCG00300,M6_A6,6.71388071650268,-0.299728733475975,0.47813171271095,-1.50039219145218,0.133512841029062,0.996024171484796,1,Down
ATCG00330,M6_A6,33.8050175308738,-0.395024452899032,0.448347003113331,-1.05430318455289,0.291744131219178,0.996024171484796,1,Down
ATCG00340,M6_A6,183.119230850256,-0.0808123452778898,0.418508143758565,-0.468381761621086,0.639511608302348,0.996024171484796,1,Down
ATCG00350,M6_A6,208.064513594797,-0.266906844481642,0.412237499654152,-0.929632323581893,0.352561485581436,0.996024171484796,1,Down
ATCG00360,M6_A6,1.92597156885898,-0.552025400639928,0.424768984225059,-1.50973187574483,0.131111854195817,0.996024171484796,1,Down
ATCG00380,M6_A6,4.88041541990303,-0.344543054117236,0.449872227404596,-1.01924284890022,0.308087688844704,0.996024171484796,1,Down
ATCG00420,M6_A6,18.6377856714636,-0.156785122068787,0.478164903007037,-0.0100161486279502,0.992008403275079,0.996024171484796,1,Down
ATCG00430,M6_A6,34.3561845389906,-0.482055289517107,0.460529687499082,-0.106783073850277,0.914961075799821,0.996024171484796,1,Down
ATCG00440,M6_A6,6.08042299652964,-0.389606979302753,0.477106324639343,-0.348447532483028,0.727504110672832,0.996024171484796,1,Down
ATCG00470,M6_A6,63.373066366021,-0.229130454754239,0.412395109793541,0.0131818564564143,0.989482704834806,0.996024171484796,1,Down
ATCG00480,M6_A6,247.171928335397,-0.141381405266985,0.399556382315118,0.0951142129725364,0.924224108938736,0.996024171484796,1,Down
ATCG00490,M6_A6,792.346562434748,-0.235102740293892,0.426454536036063,-1.23588851503941,0.216500006676898,0.996024171484796,1,Down
ATCG00500,M6_A6,4.61597018791232,-0.61621739852095,0.472149741710498,-1.91459384730554,0.0555443204001946,0.823356892504902,1,Down
ATCG00510,M6_A6,2.87943292314014,0.010443409450729,0.427048802197068,0.32809011559643,0.742843527345017,0.996024171484796,1,Up
ATMG00010,M6_A6,0.865064307575886,-0.00114826640410427,0.2839320860882,0.2304149778186,0.817769323623809,0.996024171484796,1,Down
ATMG00030,M6_A6,67.3697081552768,0.0681390695548967,0.441691726868938,-0.50104444141007,0.616339846366175,0.996024171484796,1,Up
ATMG00040,M6_A6,27.0681790080813,0.367824040229902,0.423569404144475,0.677551494292336,0.498056109817215,0.996024171484796,1,Up
ATMG00050,M6_A6,0,0,NA,NA,NA,1,1,Insignificant
ATMG00060,M6_A6,3.26841557760845,0.167709164009561,0.475737706989015,0.115572077047084,0.907991693869003,0.996024171484796,1,Up
ATMG00070,M6_A6,9.46917709647083,0.167874414901752,0.466247988546951,2.03299750011475,0.0420527755668319,0.823356892504902,1,Up
ATMG00080,M6_A6,8.98911457723992,0.121211234253506,0.448013295664066,0.476644961528979,0.633614961152624,0.996024171484796,1,Up
ATMG00090,M6_A6,15.9781447377132,0.050891138186456,0.448406934485365,0.179183493679837,0.857793624107837,0.996024171484796,1,Up
ATMG00110,M6_A6,8.18677445368145,-0.224370868056121,0.46731301333268,-0.152330195710936,0.878926510087792,0.996024171484796,1,Down
ATMG00120,M6_A6,1.04760679939825,-0.170279703408576,0.293020722295206,-0.586875604307101,0.557287255291727,0.996024171484796,1,Down
ATMG00130,M6_A6,1.63472450994749,-0.0547030471607216,0.435956671356771,0.258584476521372,0.795955861912261,0.996024171484796,1,Down
ATMG00140,M6_A6,1.99372973787839,-0.137717672181047,0.437716618789914,-0.314770896143966,0.752935610778291,0.996024171484796,1,Down
ATMG00150,M6_A6,0.479528264254663,-0.0559199606356328,0.240176594461428,-0.104957538117894,0.916409502227927,0.996024171484796,1,Down
ATMG00160,M6_A6,18.117185096728,-0.0643375458583374,0.414290621849241,0.00498298270691097,0.996024171484796,0.996024171484796,1,Down
ATMG00170,M6_A6,5.69575891877154,0.485229135444266,0.470219004639433,0.517561050237674,0.604764563284852,0.996024171484796,1,Up
ATMG00180,M6_A6,26.6648720147689,0.289608427645429,0.384586369243107,0.305349656197379,0.760099860390947,0.996024171484796,1,Up
ATMG00200,M6_A6,0.948638786542725,0.48918520167319,0.398992335434528,1.07811076860282,0.280984326490732,0.996024171484796,1,Up
AT1G01010,M6_V6,145.253269048776,-1.38796782261834,0.356935259342103,-3.61437097661523,0.000301077703759631,0.0307099257834824,1,Down
AT1G01020,M6_V6,44.1361178217119,-0.783914278028592,0.354797164520422,-2.26798424482129,0.0233301669699264,0.312481720779606,1,Down
AT1G01030,M6_V6,44.2693888494755,-1.05065012142068,0.430597061210175,-2.18622130598456,0.028799418221282,0.312481720779606,1,Down
