genes,cmp,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,pass_filter,direction
ATCG00130,M1_A6,31.084790666375,0.918197153091474,0.556877827427447,1.00993460486767,0.312526622028672,0.613467986405913,1,Up
ATCG00140,M1_A6,32.6895616691186,0.0117415270893701,0.544720913623667,-0.672525253681397,0.501249368680058,0.711419452440326,1,Up
ATCG00150,M1_A6,14.2283392523209,1.07813795157734,0.54918880013472,1.53153446139845,0.125637356136675,0.358380656843438,1,Up
ATCG00160,M1_A6,2.6466045993974,1.3713914274003,0.692909335743148,1.91088992718983,0.0560187277934296,0.185292715009036,1,Up
ATCG00170,M1_A6,9.64685568146758,0.904713782217739,0.596717515573556,0.526104649830829,0.598815498135189,0.780274739994338,1,Up
ATCG00180,M1_A6,13.8370027722492,0.483455891089855,0.536839336858169,1.02637713005169,0.304713853761692,0.613467986405913,1,Up
ATCG00190,M1_A6,34.9137120433522,1.4998807366102,0.460625415306949,2.72652723990502,0.00640046693781819,0.0458700130543637,1,Up
ATCG00210,M1_A6,5.05584079910749,0.137258765643474,0.672423480361733,-0.667251544128701,0.504611472079766,0.711419452440326,1,Up
ATCG00220,M1_A6,7.63000368447309,1.88403951699876,0.641675987659202,2.5496603304823,0.0107827917991335,0.0603797089271489,1,Up
ATCG00270,M1_A6,99.7493970983426,0.380565811422962,0.473551200008172,0.0801850080582514,0.936090113601716,0.969924696021055,1,Up
ATCG00280,M1_A6,261.301224067785,0.435208495196923,0.475911645159476,0.403473573219733,0.686599871878413,0.843536985450622,1,Up
ATCG00300,M1_A6,6.71388071650268,0.684955485899431,0.63759190905358,-0.407445214640458,0.683681024212452,0.843536985450622,1,Up
ATCG00330,M1_A6,33.8050175308738,0.853895724053087,0.526852208728162,0.729755718185545,0.465539516351299,0.711419452440326,1,Up
ATCG00340,M1_A6,183.119230850256,0.0871259134321506,0.480702120266151,-0.189343755941388,0.849823403235664,0.936984777926501,1,Up
ATCG00350,M1_A6,208.064513594797,0.125993710571594,0.469246101831191,-0.243039295578846,0.80797495642075,0.926477950029126,1,Up
ATCG00360,M1_A6,1.92597156885898,0.334195769940153,0.694761914994552,-0.182043176422042,0.85554884209233,1,1,Up
ATCG00380,M1_A6,4.88041541990303,0.355601178660309,0.696127965265579,-0.138451182297176,0.889883848840939,0.956625137504009,1,Up
ATCG00420,M1_A6,18.6377856714636,0.71567270476811,0.63564947899827,0.954711943834368,0.339723388138906,0.613467986405913,1,Up
ATCG00430,M1_A6,34.3561845389906,1.9177051676258,0.543759618344064,2.95930263618972,0.00308336134955804,0.0378812965802845,1,Up
ATCG00440,M1_A6,6.08042299652964,2.02853167006296,0.58521188025621,2.16960344134759,0.0300369004616942,0.112311888682857,1,Up
ATCG00470,M1_A6,63.373066366021,1.47649606802963,0.452743860631118,2.80146700708975,0.00508708425451622,0.045035777500794,1,Up
ATCG00480,M1_A6,247.171928335397,1.16352155064051,0.445950812951114,2.37095300367661,0.0177422869062505,0.0844012359231091,1,Up
ATCG00490,M1_A6,792.346562434748,-0.185570867085891,0.496084346873879,-1.11644285920769,0.264232616339688,0.560120848597651,1,Down
ATCG00500,M1_A6,4.61597018791232,0.790581292328472,0.6608675374676,-0.306132432700242,0.759503814865355,0.900095633173447,1,Up
ATCG00510,M1_A6,2.87943292314014,1.09066819875758,0.694357463866034,1.17555390386089,0.239773184953939,0.53558397120073,1,Up
ATMG00010,M1_A6,0.865064307575886,0.232975196903509,0.539344424636778,0.484417468890342,0.628089623290265,1,1,Up
ATMG00030,M1_A6,67.3697081552768,-0.499699867925026,0.527922784657418,-1.31614464889213,0.188125497492692,0.474411448756989,1,Down
ATMG00040,M1_A6,27.0681790080813,-0.25512987095391,0.495682736742941,-0.300186810173031,0.764034665368159,0.900095633173447,1,Down
ATMG00050,M1_A6,0,0,NA,NA,NA,1,1,Insignificant
ATMG00060,M1_A6,3.26841557760845,-1.07486204661313,0.675906533203335,-1.18425425282739,0.236312431927245,0.53558397120073,1,Down
ATMG00070,M1_A6,9.46917709647083,0.418177079778692,0.579511741975618,2.22646527308139,0.0259830325682979,0.101570036403346,1,Up
ATMG00080,M1_A6,8.98911457723992,0.294344982848748,0.520747562850226,0.679373284781791,0.496901372636844,0.711419452440326,1,Up
ATMG00090,M1_A6,15.9781447377132,0.617629891588441,0.524931997909945,0.904152548730299,0.36591451740944,0.642217316269629,1,Up
ATMG00110,M1_A6,8.18677445368145,0.54476364926298,0.560596632396394,0.800297560692065,0.423538416049839,0.706914196920618,1,Up
ATMG00120,M1_A6,1.04760679939825,0.372387490948116,0.557603599977169,0.194243366560489,0.845985327865403,1,1,Up
ATMG00130,M1_A6,1.63472450994749,0.0857504447483479,0.695409229351179,0.427610868028168,0.668934452130217,1,1,Up
ATMG00140,M1_A6,1.99372973787839,0.0481812198048008,0.694861615600768,-0.0684624479020884,0.945417512142375,1,1,Up
ATMG00150,M1_A6,0.479528264254663,-0.034211226797636,0.46350391630623,0.00365153139539976,0.997086505950925,1,1,Down
ATMG00160,M1_A6,18.117185096728,-0.469588151950524,0.471473051808646,-0.606385933019392,0.544258507318321,0.742956057609137,1,Down
ATMG00170,M1_A6,5.69575891877154,0.0785302625139041,0.611073749634869,-0.0354485391340869,0.971722080379796,0.981110322033448,1,Up
ATMG00180,M1_A6,26.6648720147689,-0.0458166874191214,0.42457397869232,-0.336261239038869,0.736673876545979,0.89230920257682,1,Down
ATMG00200,M1_A6,0.948638786542725,-0.0631260240570738,0.670080809616614,0.413947117455778,0.678912836074295,1,1,Down
AT1G01010,M1_V6,145.253269048776,-0.615605342740056,0.375396290864763,-1.76796719893694,0.0770663873952149,0.161472430732831,1,Down
AT1G01020,M1_V6,44.1361178217119,-0.389064292756872,0.362861652628514,-1.32346615243543,0.185680405210299,0.319242880968799,1,Down
AT1G01030,M1_V6,44.2693888494755,0.531463114159779,0.463847611858643,0.636690210105039,0.524326651670678,0.66497229032002,1,Up
AT1G01040,M1_V6,315.304198716712,-0.438442311456692,0.277780750678766,-1.80445397382714,0.0711601683081061,0.154402761544515,1,Down
AT1G01050,M1_V6,188.677848681152,-1.39005905589367,0.363276902290491,-3.43528439380873,0.000591932274615334,0.00511487250919015,1,Down
AT1G01060,M1_V6,44.6025945534261,2.54925801571913,0.497894139065525,6.37099668196029,1.87803705887351e-10,8.26336305904346e-09,1,Up
AT1G01070,M1_V6,5.20379403147454,-2.42858605425608,0.793663122157175,-2.57609884003422,0.00999220784874644,0.0382310561169429,1,Down
AT1G01073,M1_V6,0,0,NA,NA,NA,1,1,Insignificant
AT1G01080,M1_V6,167.124246343886,0.0587636549708124,0.388269326537731,0.0968540299285383,0.922842315903642,0.949850759466619,1,Up
AT1G01090,M1_V6,550.449354843528,-0.102984453506051,0.348340107386952,-0.253572256177664,0.799826032569995,0.868946800816784,1,Down
AT1G01100,M1_V6,644.972275980205,-1.44765555797844,0.392479745778775,-3.47754322864496,0.00050603144576276,0.00511487250919015,1,Down
AT1G01110,M1_V6,5.71779680583457,0.359417256746539,0.723561213722637,0.684849011543582,0.493439203956788,0.657918938609051,1,Up
AT1G01115,M1_V6,0,0,NA,NA,NA,1,1,Insignificant
AT2G01008,M1_V6,67.800754409683,-0.561942055026517,0.416341302255865,-0.788112656470443,0.430630812676448,0.601516055802022,1,Down
AT2G01021,M1_V6,9583.3480228415,-0.125636467143161,0.593231154257018,0.629601669615736,0.528955230936379,0.66497229032002,1,Down
AT2G01023,M1_V6,2.43934361912627,0.509575028240823,0.792698807529086,0.555971118915439,0.578230598493952,0.706726287048164,1,Up
AT3G01010,M1_V6,0,0,NA,NA,NA,1,1,Insignificant
AT3G01015,M1_V6,0.125224575701476,-0.084867344375454,0.508145624761964,-0.327696679291665,0.743141014422753,1,1,Down
AT3G01020,M1_V6,0,0,NA,NA,NA,1,1,Insignificant
AT3G01030,M1_V6,0,0,NA,NA,NA,1,1,Insignificant
AT3G01040,M1_V6,144.53907892842,0.701000959382413,0.332211313027737,1.93187372654811,0.0533750933646177,0.126946168002334,1,Up
AT3G01050,M1_V6,71.7381472996247,-0.666098812134729,0.38858325677075,-1.80162647200657,0.0716041934675873,0.154402761544515,1,Down
AT3G01060,M1_V6,122.696578873229,3.29482918650886,0.451609394146979,7.62987766986743,2.3497657457007e-14,2.06779385621661e-12,1,Up
AT3G01070,M1_V6,1.08420214756646,0.445479497730704,0.765759309709857,0.691949915538902,0.488968782317873,1,1,Up
AT3G01080,M1_V6,43.1766066700129,-0.179509343955239,0.607931063400508,0.236360500620761,0.81315294383524,0.872651939725623,1,Down
AT3G01085,M1_V6,0,0,NA,NA,NA,1,1,Insignificant
AT3G01090,M1_V6,168.842529203709,-0.507397425056682,0.312073617629316,-1.48103929053063,0.138596103819151,0.243929142721707,1,Down
AT3G01100,M1_V6,81.7311042526946,-0.590709853804227,0.348888244299181,-1.68585808073871,0.0918231376579614,0.183646275315923,1,Down
AT3G01120,M1_V6,1105.36282243614,-0.00907236828312193,0.32265967247367,-0.0900301671989908,0.928263242206014,0.949850759466619,1,Down
AT3G01130,M1_V6,137.196754560654,-1.12403415359007,0.385241982236092,-2.82918505083512,0.00466667069169437,0.0253022159714612,1,Down
AT3G01140,M1_V6,19.3741857807295,-1.66777895772429,0.623527935680123,-2.00293504332229,0.0451842610885971,0.110450415994349,1,Down
AT3G01150,M1_V6,90.8181131894553,-0.693887624064678,0.392550426294916,-1.6513088028751,0.0986755357218461,0.192965492078277,1,Down
AT3G01160,M1_V6,83.3387106294732,-0.256874705424762,0.386881684803577,-1.00021235974098,0.31720774909422,0.465238032004856,1,Down
AT3G01170,M1_V6,76.6759927161876,-0.267504313517196,0.404422674107032,-0.444716042284648,0.65652497455166,0.770322636807281,1,Down
AT4G00005,M1_V6,0,0,NA,NA,NA,1,1,Insignificant
AT4G00020,M1_V6,11.7097343963866,-0.344348206714794,0.614812915177572,-0.723138413534185,0.469594851158237,0.645692920342576,1,Down
AT4G00026,M1_V6,54.414139316612,-0.907851427097271,0.416142994784206,-2.31559934362071,0.0205801547263232,0.0624501246867738,1,Down
AT4G00030,M1_V6,126.477449410671,-0.702957614274529,0.458716391927875,-1.31460252651322,0.188643520572472,0.319242880968799,1,Down
AT4G00040,M1_V6,165.48901421955,-1.04645159221854,0.356841490574935,-2.74912213522419,0.00597551159177323,0.0292136122264469,1,Down
AT4G00050,M1_V6,114.558832202252,-0.999531635979956,0.577094869986964,-1.19214508629899,0.233204360996862,0.373126977594979,1,Down
AT4G00060,M1_V6,161.21978826083,-0.383514847821283,0.358017696067617,-0.942041761045773,0.346171259588604,0.495379473307473,1,Down
AT4G00070,M1_V6,0.281461453250061,-0.105851283448068,0.509679618520251,-0.211949610641424,0.832146346015252,1,1,Down
AT4G00080,M1_V6,0,0,NA,NA,NA,1,1,Insignificant
AT4G00090,M1_V6,76.849537659181,-1.78732182775801,0.390032282293589,-4.50855989526252,6.52691438362155e-06,0.000143592116439674,1,Down
AT4G00100,M1_V6,507.331008021021,-1.36112741697793,0.372378929965589,-3.44112567297892,0.000579299404028438,0.00511487250919015,1,Down
AT4G00110,M1_V6,45.587638663458,-0.133616953726534,0.374092495312787,-0.126364302025465,0.899443558451028,0.942274204091553,1,Down
AT4G00120,M1_V6,0,0,NA,NA,NA,1,1,Insignificant
AT4G00124,M1_V6,0,0,NA,NA,NA,1,1,Insignificant
AT4G00130,M1_V6,6.21111563426231,0.232345716432966,0.686150876404156,0.0299638369821389,0.976095894119696,0.976095894119696,1,Up
AT4G00140,M1_V6,12.3698599680571,-0.577376384553554,0.620864195404251,-0.513033096619858,0.607928169487894,0.732844916642941,1,Down
AT5G01010,M1_V6,409.224968874075,-1.09682942184227,0.302379681460023,-3.42909818025433,0.000605590416186163,0.00511487250919015,1,Down
AT5G01015,M1_V6,15.2498629356381,0.51715957228889,0.715937275523093,0.607635628290624,0.543429165347673,0.673546007754862,1,Up
AT5G01020,M1_V6,277.284794936012,-1.30192074260929,0.347658204068195,-3.41434352672651,0.000639359063648768,0.00511487250919015,1,Down
AT5G01030,M1_V6,60.9059559523584,0.177152286080863,0.365116901555726,0.333846545290497,0.73849535834142,0.833174250436474,1,Up
AT5G01040,M1_V6,34.907459010901,3.20853386597489,0.52390185751346,4.85676984234243,1.19316144456048e-06,3.49994023737742e-05,1,Up
AT5G01050,M1_V6,1.97443041018832,1.11885080750319,0.802090031944433,1.11802620081329,0.263555803344728,0.406893170076071,1,Up
AT5G01060,M1_V6,0.0504973010216314,-0.0524502796512476,0.506979878606204,0.112858042197687,0.910143101212687,1,1,Down
AT5G01070,M1_V6,0.168573509885187,0.349898087451763,0.510739839636624,0.519004262352921,0.603757768914161,1,1,Up
AT5G01075,M1_V6,8.93144321151451,-0.17980922196469,0.598181623018357,-0.409103756114628,0.682463519909442,0.79022091778988,1,Down
AT5G01080,M1_V6,0.0252486505108157,-0.0355414653031718,0.506956919246919,0.112860892735328,0.910140841251498,1,1,Down
AT5G01090,M1_V6,44.4147973657482,-0.398296942406607,0.410150052658587,-1.08990598282975,0.275754560893801,0.418386230321629,1,Down
AT5G01100,M1_V6,257.213373689422,1.37808666559606,0.455442053544307,2.54111407549491,0.0110499860078682,0.0388959507476959,1,Up
AT5G01110,M1_V6,7.19459689406977,0.18833712966194,0.707733996455444,-0.0556437475224952,0.955625612987153,0.966609815435281,1,Up
AT5G01120,M1_V6,0.364040221091897,0.045384065410767,0.512189113213786,0.402173604706383,0.687556266382503,1,1,Up
AT5G01130,M1_V6,0,0,NA,NA,NA,1,1,Insignificant
AT5G01140,M1_V6,0,0,NA,NA,NA,1,1,Insignificant
AT5G01150,M1_V6,0,0,NA,NA,NA,1,1,Insignificant
AT5G01160,M1_V6,102.444920157222,-0.902251623893769,0.348442861681947,-2.1849020643606,0.0288960281294082,0.0756513078996403,1,Down
ATCG00020,M1_V6,1704.29761096099,0.693035953039321,0.587093700278805,2.1950942521503,0.0281568374477013,0.0756513078996403,1,Up
ATCG00040,M1_V6,6.78506627380525,0.981412723113026,0.786696869710874,1.7279671679385,0.0839941108125589,0.171894924453609,1,Up
ATCG00050,M1_V6,0.137933030947785,0.28796283483528,0.509984640849608,0.462720372840528,0.643564813329723,1,1,Up
ATCG00070,M1_V6,7.6852161857211,0.78767484798594,0.664709436042601,2.18038527906863,0.0292289144157701,0.0756513078996403,1,Up
ATCG00080,M1_V6,12.6297098859665,1.46464109607331,0.502138732535184,2.95837805685057,0.00309262575505427,0.0181434044296517,1,Up
ATCG00120,M1_V6,72.7110139333098,0.89731169114073,0.456190373379899,2.3866090969722,0.0170045612247352,0.0534429067063105,1,Up
ATCG00130,M1_V6,31.084790666375,1.41743031263083,0.588792156720268,2.96110191039166,0.00306540489588331,0.0181434044296517,1,Up
ATCG00140,M1_V6,32.6895616691186,0.691818987062451,0.57406656043919,1.79951248826469,0.0719376502650583,0.154402761544515,1,Up
ATCG00150,M1_V6,14.2283392523209,1.26068254683142,0.581036732680673,2.22901195700706,0.0258131092238532,0.073275922958035,1,Up
ATCG00160,M1_V6,2.6466045993974,1.43844304274234,0.795209340447599,1.2036605002776,0.228720825164583,0.372730233601543,1,Up
ATCG00170,M1_V6,9.64685568146758,1.21466379734585,0.641534439949861,1.80033261252283,0.0718081343228371,0.154402761544515,1,Up
ATCG00180,M1_V6,13.8370027722492,0.724932946361763,0.566735973545872,2.05779310390339,0.0396099983382736,0.0995908529648021,1,Up
ATCG00190,M1_V6,34.9137120433522,1.34613159020703,0.474525466880799,2.43759924652811,0.0147851549990531,0.0481886533302471,1,Up
ATCG00210,M1_V6,5.05584079910749,0.527764104933838,0.749730698488806,1.54249183952744,0.122954119458053,0.225415885673097,1,Up
ATCG00220,M1_V6,7.63000368447309,2.04497779449075,0.70378396945277,2.81432830364494,0.00488792808539591,0.0253022159714612,1,Up
ATCG00270,M1_V6,99.7493970983426,1.12945878947601,0.489919006386277,2.71024816409517,0.0067232883348951,0.0295824686735385,1,Up
ATCG00280,M1_V6,261.301224067785,1.20169351297841,0.49241506934007,3.00332800339044,0.00267044447160409,0.0180768548847046,1,Up
ATCG00300,M1_V6,6.71388071650268,1.26063141049758,0.697068070850263,1.62714438343235,0.10370643655478,0.198394922104796,1,Up
ATCG00330,M1_V6,33.8050175308738,1.48139182785281,0.552763609701586,2.66181174239251,0.00777213338025996,0.0310885335210398,1,Up
ATCG00340,M1_V6,183.119230850256,0.772373283850877,0.497925196990461,2.26922155248723,0.023254856255325,0.0682142450156199,1,Up
ATCG00350,M1_V6,208.064513594797,0.942915087229718,0.484934042974042,2.68869356379214,0.00717322346695961,0.0300592221472593,1,Up
ATCG00360,M1_V6,1.92597156885898,0.520148754455485,0.801895024779352,0.827625088188776,0.407882855588588,1,1,Up
ATCG00380,M1_V6,4.88041541990303,0.553404427752549,0.797255857611623,1.14328696463016,0.252919465374561,0.397444874160025,1,Up
ATCG00420,M1_V6,18.6377856714636,0.969469574538398,0.690845910192152,1.59083347518666,0.111647057173068,0.209041298536808,1,Up
ATCG00430,M1_V6,34.3561845389906,2.11239793181382,0.573217468820163,3.64830986663175,0.000263971149067251,0.00387157685298635,1,Up
ATCG00440,M1_V6,6.08042299652964,2.21066378509516,0.629451310677038,2.7143062890084,0.00664147293946644,0.0295824686735385,1,Up
ATCG00470,M1_V6,63.373066366021,1.76977973378233,0.466307538947064,4.01464279377691,5.9535891344398e-05,0.0010478316876614,1,Up
ATCG00480,M1_V6,247.171928335397,1.3710624144684,0.458658836801967,3.18649812127926,0.0014400642304546,0.0105604710233337,1,Up
ATCG00490,M1_V6,792.346562434748,0.860905098418014,0.515238485603305,2.55540421454939,0.0106064548487866,0.0388903344455508,1,Up
ATCG00500,M1_V6,4.61597018791232,1.39365895282095,0.731755070341899,2.45441946081826,0.0141112270659607,0.0477610762232515,1,Up
ATCG00510,M1_V6,2.87943292314014,1.22271028401697,0.807432399918989,0.93649700052427,0.349017356193901,0.495379473307473,1,Up
ATMG00010,M1_V6,0.865064307575886,0.279496839608246,0.6784160975462,0.153586745134682,0.877935588777394,1,1,Up
ATMG00030,M1_V6,67.3697081552768,0.0237558561393186,0.553174234140969,0.493209509510573,0.621864559313312,0.73951461107529,1,Up
ATMG00040,M1_V6,27.0681790080813,-0.414567350924161,0.515971244516744,-1.00046260580733,0.317086685520914,0.465238032004856,1,Down
ATMG00050,M1_V6,0,0,NA,NA,NA,1,1,Insignificant
ATMG00060,M1_V6,3.26841557760845,-1.14273452118528,0.761489090266085,-1.2098871033683,0.226322216577359,0.372730233601543,1,Down
ATMG00070,M1_V6,9.46917709647083,0.258489581547731,0.620484473050797,0.299883246015141,0.764266214276039,0.851334517168246,1,Up
ATMG00080,M1_V6,8.98911457723992,0.274062146921081,0.547743983688204,0.642264124064011,0.520701704004101,0.66497229032002,1,Up
ATMG00090,M1_V6,15.9781447377132,0.566217192497801,0.551048121254132,0.703298967678409,0.481869453902051,0.652377106821238,1,Up
ATMG00110,M1_V6,8.18677445368145,0.478493657157609,0.595585928903736,0.649163909008174,0.516232436889023,0.66497229032002,1,Up
ATMG00120,M1_V6,1.04760679939825,0.479313935531049,0.697405397777742,0.392537179185948,0.694661346079717,1,1,Up
ATMG00130,M1_V6,1.63472450994749,0.0363814726289026,0.805283218248195,-0.304627007113452,0.760650248360993,1,1,Up
ATMG00140,M1_V6,1.99372973787839,0.0270607389382037,0.803929075987759,0.351978514939949,0.724854375343677,0.828405000392774,1,Up
ATMG00150,M1_V6,0.479528264254663,-0.0504974954360591,0.591640239041308,0.374083985206758,0.708341833113007,1,1,Down
ATMG00160,M1_V6,18.117185096728,-0.729306649424838,0.487140177166304,-1.49065767772929,0.136051392930752,0.243929142721707,1,Down
ATMG00170,M1_V6,5.69575891877154,0.0209779065698029,0.660476469308365,-0.215036132823083,0.829739147535332,0.879723433531436,1,Up
ATMG00180,M1_V6,26.6648720147689,0.126333466598785,0.433517767012821,0.256476423190686,0.797582983306415,0.868946800816784,1,Up
ATMG00200,M1_V6,0.948638786542725,-0.0949904144718565,0.802226360362466,-0.144013735251218,0.885489623539717,1,1,Down
AT1G01010,M1_M12,145.253269048776,-0.0484070749300856,0.374763865351894,0.364249301684984,0.71567185450113,0.825775216732073,1,Down
AT1G01020,M1_M12,44.1361178217119,-0.0228394493844183,0.363683670565687,0.00665888442755733,0.994687018186703,0.994687018186703,1,Down
AT1G01030,M1_M12,44.2693888494755,0.892242781658605,0.461273164705356,2.04665119752791,0.0406923441465027,0.101730860366257,1,Up
AT1G01040,M1_M12,315.304198716712,-0.0739911188803896,0.278015078387665,-0.285656662293104,0.775141100574054,0.87203373814581,1,Down
AT1G01050,M1_M12,188.677848681152,-1.91700145545665,0.361709191849698,-5.25426792641043,1.48614406022852e-07,4.45843218068555e-06,1,Down
AT1G01060,M1_M12,44.6025945534261,0.736067322061181,0.492709776942212,-0.34326182047958,0.731401500618481,0.833242215894472,1,Up
AT1G01070,M1_M12,5.20379403147454,-2.61804518309994,0.753406096429771,-3.65844402232104,0.000253751148069309,0.00285470041577972,1,Down
AT1G01073,M1_M12,0,0,NA,NA,NA,1,1,Insignificant
AT1G01080,M1_M12,167.124246343886,-0.418757073503184,0.386627200110322,-1.61149250976654,0.107072418469302,0.20948951439646,1,Down
AT1G01090,M1_M12,550.449354843528,-0.496832564448911,0.347279026138605,-1.72291049501151,0.0849047121530066,0.173668729403877,1,Down
AT1G01100,M1_M12,644.972275980205,-1.38370562545063,0.390870475720005,-3.22240178272925,0.00127120739981848,0.00762724439891091,1,Down
AT1G01110,M1_M12,5.71779680583457,0.0312180997082777,0.703908780166176,-0.791270546398188,0.428786132090333,0.584708361941363,1,Up
AT1G01115,M1_M12,0,0,NA,NA,NA,1,1,Insignificant
AT2G01008,M1_M12,67.800754409683,-1.33026074195298,0.413316625266011,-3.40043971505038,0.000672775690403365,0.00586367874469411,1,Down
AT2G01021,M1_M12,9583.3480228415,-0.201568657597428,0.585191494990118,0.528947255474206,0.596842039411514,0.739975748386204,1,Down
AT2G01023,M1_M12,2.43934361912627,0.414584945351158,0.763430474396097,0.101561717707241,0.919104567115403,0.961853616748678,1,Up
AT3G01010,M1_M12,0,0,NA,NA,NA,1,1,Insignificant
AT3G01015,M1_M12,0.125224575701476,-0.0777617648864302,0.469904694633892,0.0428855931494463,0.965792733186298,1,1,Down
AT3G01020,M1_M12,0,0,NA,NA,NA,1,1,Insignificant
AT3G01030,M1_M12,0,0,NA,NA,NA,1,1,Insignificant
AT3G01040,M1_M12,144.53907892842,0.772675136444041,0.332076833412128,2.15012298888588,0.0315454876372145,0.0887216839796659,1,Up
AT3G01050,M1_M12,71.7381472996247,-0.548731377892012,0.387502670407634,-1.3910359957367,0.164214511690658,0.273690852817764,1,Down
AT3G01060,M1_M12,122.696578873229,2.25086681971532,0.448798370574963,3.22404261196708,0.0012639459024277,0.00762724439891091,1,Up
AT3G01070,M1_M12,1.08420214756646,0.44179330030594,0.719682544588504,0.237362826463685,0.812375325909651,1,1,Up
AT3G01080,M1_M12,43.1766066700129,-0.153934289602667,0.598962792444009,0.495994607599559,0.619898215475945,0.739975748386204,1,Down
AT3G01085,M1_M12,0,0,NA,NA,NA,1,1,Insignificant
AT3G01090,M1_M12,168.842529203709,-0.772843700526929,0.311472557408601,-2.52487515901335,0.0115739396347915,0.0520827283565619,1,Down
AT3G01100,M1_M12,81.7311042526946,-0.715716382272535,0.348131154551044,-2.11926745583534,0.0340678703554771,0.0929123736967558,1,Down
AT3G01120,M1_M12,1105.36282243614,-0.217361889073589,0.321893915076911,-0.908174150836602,0.363786218821077,0.53673376547372,1,Down
AT3G01130,M1_M12,137.196754560654,-0.874649146716798,0.384065490696716,-1.91847003198751,0.0550514384948674,0.133235925375393,1,Down
AT3G01140,M1_M12,19.3741857807295,-2.22453079563464,0.608011662998309,-3.72333214209459,0.000196610595479644,0.00285470041577972,1,Down
AT3G01150,M1_M12,90.8181131894553,-0.757232686625979,0.391078848699216,-1.90905367017755,0.0562551684918327,0.133235925375393,1,Down
AT3G01160,M1_M12,83.3387106294732,0.232247763741301,0.386269543045537,0.744000380596632,0.456876244851536,0.613714358755795,1,Up
AT3G01170,M1_M12,76.6759927161876,-0.275023883636808,0.402881671918018,-0.508027750331739,0.611433882117077,0.739975748386204,1,Down
AT4G00005,M1_M12,0,0,NA,NA,NA,1,1,Insignificant
AT4G00020,M1_M12,11.7097343963866,-0.356378846604079,0.60540808415802,-0.858351852308765,0.390698205422309,0.558140293460441,1,Down
AT4G00026,M1_M12,54.414139316612,-0.576429366854531,0.414843272859515,-1.12855037867836,0.25908755336563,0.402032410394943,1,Down
AT4G00030,M1_M12,126.477449410671,-1.03132440414175,0.45557648108686,-2.43050359658052,0.0150778564084366,0.0590726306732054,1,Down
AT4G00040,M1_M12,165.48901421955,-1.52464641287187,0.355458198221521,-4.43354941390814,9.26942499530345e-06,0.000166849649915462,1,Down
AT4G00050,M1_M12,114.558832202252,-1.73239458705427,0.568982080239452,-3.4895809359573,0.00048377853623728,0.0048377853623728,1,Down
AT4G00060,M1_M12,161.21978826083,-0.773959644968853,0.356771972731858,-2.3582522298668,0.0183612124243535,0.0675957746829609,1,Down
AT4G00070,M1_M12,0.281461453250061,-0.0978324533409865,0.471387978668265,-0.167364011346581,0.867083640523252,1,1,Down
AT4G00080,M1_M12,0,0,NA,NA,NA,1,1,Insignificant
AT4G00090,M1_M12,76.849537659181,-1.35437000265647,0.3893676470028,-2.97951343041075,0.00288706573402439,0.0152844656507173,1,Down
AT4G00100,M1_M12,507.331008021021,-1.34523502845242,0.371072978900738,-3.35870010288341,0.000783100020109337,0.00587325015082003,1,Down
AT4G00110,M1_M12,45.587638663458,-0.490602303677612,0.37263548058315,-1.45708598142675,0.145092647543572,0.253978023338178,1,Down
AT4G00120,M1_M12,0,0,NA,NA,NA,1,1,Insignificant
AT4G00124,M1_M12,0,0,NA,NA,NA,1,1,Insignificant
AT4G00130,M1_M12,6.21111563426231,0.308874147878477,0.672205530322247,0.237637504349166,0.812162259358056,0.90240251039784,1,Up
AT4G00140,M1_M12,12.3698599680571,-0.775205705811343,0.609860029699827,-1.45221259074977,0.146442502856878,0.253978023338178,1,Down
AT5G01010,M1_M12,409.224968874075,-0.98885297747822,0.302011516121931,-2.99675846161091,0.00272866818394429,0.0152844656507173,1,Down
AT5G01015,M1_M12,15.2498629356381,0.334534411691135,0.698263383746423,-0.15312458468129,0.878300028727225,0.952373525125907,1,Up
AT5G01020,M1_M12,277.284794936012,-1.93268015439386,0.34634207200372,-5.63928616385515,1.70756557036667e-08,1.53680901333e-06,1,Down
AT5G01030,M1_M12,60.9059559523584,0.223834937968425,0.364738157774277,0.497244601712881,0.619016572483683,0.739975748386204,1,Up
AT5G01040,M1_M12,34.907459010901,3.59240104870145,0.520492065280995,5.51303585518856,3.5269634409067e-08,1.58713354840801e-06,1,Up
AT5G01050,M1_M12,1.97443041018832,1.1466363708781,0.759739700112966,1.83570080261107,0.0664019191972307,0.142289826851209,1,Up
AT5G01060,M1_M12,0.0504973010216314,-0.0464326446377733,0.468820741131677,0.0428961647759224,0.965784306003755,1,1,Down
AT5G01070,M1_M12,0.168573509885187,0.319580632355542,0.472360509228472,0.11210535202922,0.910739873873507,1,1,Up
AT5G01075,M1_M12,8.93144321151451,-0.326479222244096,0.58889403754165,-0.828888514688241,0.407167495014591,0.566068467770611,1,Down
AT5G01080,M1_M12,0.0252486505108157,-0.0331600843445978,0.468807139266049,0.0428990153213614,0.965782033689282,1,1,Down
AT5G01090,M1_M12,44.4147973657482,-0.404523809757484,0.408599471281842,-1.11052874430872,0.26677124879111,0.406939193071185,1,Down
AT5G01100,M1_M12,257.213373689422,1.93612022541018,0.452708807756494,4.99564225120666,5.86402797113522e-07,1.31940629350543e-05,1,Up
